protocol_type,service,flag,src_bytes,count,serror_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_rerror_rate,actual,predict
1,17,2,0,60,0.0,0.07,255,55,0.22,0.15,0.02,0.0,0.0,0.98,dos,dos
0,14,9,1008,100,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,43,9,32,1,0.0,0.0,255,152,0.6,0.02,0.0,0.0,0.0,0.14,r2l,dos
1,2,1,0,137,0.0,0.07,255,15,0.06,0.06,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1032,276,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,28,1,0,260,0.0,0.07,255,7,0.03,0.07,0.0,0.0,0.0,1.0,dos,dos
1,30,2,0,145,0.0,0.06,255,19,0.07,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,225,0.0,0.06,255,9,0.04,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,240,0.02,0.07,255,3,0.01,0.07,0.0,0.0,0.05,0.95,dos,dos
0,14,9,1032,511,0.0,0.0,255,147,0.58,0.01,0.58,0.0,0.0,0.0,dos,dos
1,52,2,0,281,0.0,0.06,255,19,0.07,0.06,0.0,0.0,0.0,1.0,dos,dos
1,61,5,0,168,1.0,0.1,255,7,0.03,0.1,0.0,0.0,1.0,0.0,dos,dos
1,45,1,0,231,0.0,0.07,255,4,0.02,0.07,0.0,0.0,0.0,1.0,dos,dos
1,35,5,0,161,1.0,0.11,255,3,0.01,0.1,0.0,0.0,1.0,0.0,dos,dos
0,14,9,1008,119,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,5,0,206,0.82,0.07,255,3,0.01,0.07,0.0,0.0,0.8,0.2,dos,dos
1,45,1,0,127,0.0,0.07,255,9,0.04,0.06,0.0,0.0,0.0,1.0,dos,dos
1,55,9,0,1,0.0,0.0,255,190,0.75,0.03,0.0,0.0,0.33,0.12,outlier,dos
1,57,2,0,200,0.0,0.06,255,6,0.02,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,121,1.0,0.07,255,13,0.05,0.07,0.0,0.0,1.0,0.0,dos,dos
1,50,1,0,216,0.0,0.07,255,14,0.05,0.08,0.0,0.0,0.0,1.0,dos,dos
1,55,5,0,49,1.0,0.0,61,49,0.8,0.03,0.02,0.0,0.8,0.0,dos,dos
1,45,1,0,96,0.0,0.06,255,20,0.08,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,146,0.0,0.05,255,12,0.05,0.06,0.0,0.0,0.0,1.0,dos,dos
1,22,4,72564,10,0.0,0.0,255,231,0.91,0.02,0.0,0.0,0.0,0.07,outlier,dos
0,14,9,1032,350,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,227,0.0,0.07,255,13,0.05,0.07,0.0,0.0,0.0,1.0,dos,dos
1,17,5,0,66,1.0,0.06,255,37,0.15,0.04,0.02,0.0,0.82,0.02,dos,dos
1,61,1,0,275,0.0,0.06,255,13,0.05,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,296,0.04,0.06,255,18,0.07,0.06,0.0,0.0,0.05,0.95,dos,dos
1,45,1,0,260,0.0,0.07,255,15,0.06,0.07,0.0,0.0,0.0,1.0,dos,dos
1,6,5,0,134,1.0,0.09,255,5,0.02,0.09,0.0,0.0,1.0,0.0,dos,dos
1,45,1,0,104,0.0,0.06,255,9,0.04,0.05,0.0,0.0,0.0,1.0,dos,dos
1,29,5,0,150,1.0,0.06,255,20,0.08,0.06,0.0,0.0,1.0,0.0,dos,dos
1,45,1,0,105,0.0,0.06,255,12,0.05,0.05,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1008,9,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,5,0,114,1.0,0.06,255,16,0.06,0.05,0.0,0.0,1.0,0.0,dos,dos
1,49,9,2599,2,0.0,0.0,255,208,0.82,0.13,0.0,0.0,0.0,0.17,outlier,dos
1,45,1,0,271,0.0,0.06,255,13,0.05,0.07,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1008,449,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,265,0.01,0.06,255,14,0.05,0.06,0.0,0.0,0.01,0.99,dos,dos
1,10,1,0,258,0.0,0.05,255,12,0.05,0.05,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,133,0.0,0.06,255,7,0.03,0.05,0.0,0.0,0.0,1.0,dos,dos
1,10,1,0,281,0.0,0.06,255,12,0.05,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,137,0.0,0.06,255,16,0.06,0.05,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1008,20,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,61,5,0,300,1.0,0.06,255,20,0.08,0.07,0.0,0.0,1.0,0.0,dos,dos
1,55,9,0,1,0.0,0.0,255,217,0.85,0.15,0.0,0.0,0.5,0.15,outlier,dos
1,45,1,0,107,0.0,0.07,255,10,0.04,0.05,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,300,1.0,0.06,255,20,0.08,0.06,0.0,0.0,1.0,0.0,dos,dos
1,45,1,0,194,0.0,0.08,255,4,0.02,0.08,0.0,0.0,0.0,1.0,dos,dos
1,54,1,0,261,0.0,0.07,255,6,0.02,0.07,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1008,21,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
0,14,9,1008,368,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,5,0,108,1.0,0.06,8,6,0.75,0.25,0.12,0.0,1.0,0.0,dos,dos
1,45,5,0,141,1.0,0.06,255,10,0.04,0.05,0.0,0.0,1.0,0.0,dos,dos
1,51,5,0,139,1.0,0.09,255,5,0.02,0.09,0.0,0.0,1.0,0.0,dos,dos
1,22,4,88064,10,0.0,0.0,255,230,0.9,0.02,0.0,0.0,0.0,0.04,outlier,dos
1,45,1,0,296,0.0,0.06,255,18,0.07,0.06,0.0,0.0,0.0,1.0,dos,dos
1,25,5,0,144,1.0,0.09,255,9,0.04,0.09,0.0,0.0,1.0,0.0,dos,dos
1,45,1,0,280,0.0,0.06,255,16,0.06,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,253,0.0,0.06,255,14,0.05,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,103,0.0,0.08,255,2,0.01,0.06,0.0,0.0,0.0,1.0,dos,dos
1,48,2,0,113,0.29,0.06,255,9,0.04,0.05,0.0,0.0,0.57,0.43,dos,dos
1,45,1,0,213,0.0,0.06,255,13,0.05,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,220,0.0,0.07,255,17,0.07,0.08,0.0,0.0,0.0,1.0,dos,dos
1,55,2,0,239,0.0,0.07,255,2,0.01,0.08,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,183,1.0,0.08,255,3,0.01,0.09,0.0,0.0,1.0,0.0,dos,dos
1,32,1,0,222,0.08,0.08,255,16,0.06,0.08,0.0,0.0,0.07,0.93,dos,dos
1,34,1,0,250,0.0,0.06,255,20,0.08,0.08,0.0,0.0,0.0,1.0,dos,dos
1,4,1,0,198,0.0,0.08,255,7,0.03,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,274,0.0,0.06,255,4,0.02,0.07,0.0,0.0,0.0,1.0,dos,dos
1,26,1,0,140,0.0,0.06,255,20,0.08,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,117,0.0,0.06,255,4,0.02,0.06,0.0,0.0,0.0,1.0,dos,dos
1,24,1,0,2,0.0,1.0,255,45,0.18,0.02,0.0,0.0,0.0,0.58,outlier,dos
1,59,5,0,120,1.0,0.06,255,1,0.0,0.06,0.0,0.0,1.0,0.0,dos,dos
0,14,9,1032,510,0.0,0.0,74,73,0.99,0.03,0.99,0.0,0.0,0.0,dos,dos
1,45,1,0,129,0.0,0.07,255,7,0.03,0.06,0.0,0.0,0.0,1.0,dos,dos
1,22,4,33580,3,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.07,dos,dos
1,45,5,0,181,1.0,0.09,255,4,0.02,0.09,0.0,0.0,1.0,0.0,dos,dos
0,14,9,508,111,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,236,0.0,0.07,255,17,0.07,0.08,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,275,0.0,0.05,255,18,0.07,0.05,0.0,0.0,0.0,1.0,dos,dos
1,21,5,0,180,1.0,0.08,255,18,0.07,0.08,0.0,0.0,1.0,0.0,dos,dos
1,24,2,0,2,0.0,1.0,232,58,0.23,0.02,0.0,0.03,0.01,0.87,outlier,dos
1,45,5,0,119,1.0,0.07,255,20,0.08,0.06,0.0,0.0,1.0,0.0,dos,dos
1,17,5,0,19,1.0,0.16,255,63,0.25,0.02,0.0,0.0,0.96,0.0,dos,dos
0,14,9,1008,30,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,250,0.0,0.07,255,18,0.07,0.08,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,104,0.0,0.06,255,4,0.02,0.05,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,271,0.78,0.06,255,9,0.04,0.06,0.0,0.0,0.79,0.2,dos,dos
1,45,1,0,254,0.0,0.06,255,4,0.02,0.06,0.0,0.0,0.0,1.0,dos,dos
0,14,9,520,226,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,261,0.0,0.07,255,3,0.01,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,121,0.0,0.06,255,17,0.07,0.06,0.0,0.0,0.01,0.99,dos,dos
1,45,1,0,102,0.0,0.06,255,19,0.07,0.05,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,130,0.0,0.05,255,12,0.05,0.05,0.0,0.0,0.0,1.0,dos,dos
1,61,5,0,178,1.0,0.1,255,17,0.07,0.1,0.0,0.0,1.0,0.0,dos,dos
1,10,1,0,118,0.0,0.08,255,18,0.07,0.06,0.0,0.0,0.0,1.0,dos,dos
1,17,2,0,50,0.0,0.08,255,35,0.14,0.47,0.0,0.0,0.0,0.95,dos,dos
1,2,1,0,107,0.0,0.07,255,7,0.03,0.05,0.0,0.0,0.0,1.0,dos,dos
1,8,5,0,157,1.0,0.08,255,16,0.06,0.09,0.0,0.0,1.0,0.0,dos,dos
1,49,9,7184,1,0.0,0.0,255,164,0.64,0.03,0.0,0.0,0.0,0.13,normal,dos
1,7,5,0,167,1.0,0.09,255,12,0.05,0.09,0.0,0.0,1.0,0.0,dos,dos
0,14,9,508,429,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,22,4,91544,2,0.0,0.0,231,228,0.99,0.01,0.0,0.0,0.0,0.03,outlier,dos
1,45,1,0,258,0.0,0.06,255,17,0.07,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,209,0.0,0.06,255,20,0.08,0.07,0.0,0.0,0.0,1.0,dos,dos
1,3,5,0,264,1.0,0.06,255,17,0.07,0.06,0.0,0.0,1.0,0.0,dos,dos
1,18,9,162,1,0.0,0.0,255,17,0.07,0.94,0.0,0.0,0.0,0.93,r2l,dos
1,53,1,0,213,0.0,0.07,255,13,0.05,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,104,0.0,0.06,255,5,0.02,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,270,1.0,0.06,255,12,0.05,0.07,0.0,0.0,1.0,0.0,dos,dos
0,14,9,1032,409,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,43,5,0,1,1.0,0.0,96,85,0.33,0.03,0.01,0.02,1.0,0.0,outlier,dos
1,61,5,0,147,1.0,0.09,255,4,0.02,0.09,0.0,0.0,1.0,0.0,dos,dos
1,42,1,0,211,0.0,0.06,255,3,0.01,0.06,0.0,0.0,0.0,1.0,dos,dos
0,14,9,508,31,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,32,1,0,125,0.0,0.06,255,12,0.05,0.06,0.0,0.0,0.0,1.0,dos,dos
1,37,1,0,95,0.0,0.06,255,3,0.01,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,128,1.0,0.05,255,13,0.05,0.05,0.0,0.0,1.0,0.0,dos,dos
1,45,5,0,214,1.0,0.06,255,4,0.02,0.07,0.0,0.0,1.0,0.0,dos,dos
1,49,9,2599,2,0.0,0.0,255,190,0.75,0.13,0.0,0.0,0.0,0.24,outlier,dos
1,25,5,0,158,1.0,0.1,255,12,0.05,0.1,0.0,0.0,1.0,0.0,dos,dos
1,22,4,54540,4,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.05,dos,dos
1,45,1,0,250,0.0,0.07,255,15,0.06,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,218,0.0,0.06,255,20,0.08,0.07,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1032,459,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,61,1,0,243,0.0,0.07,255,3,0.01,0.08,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,236,0.0,0.08,208,10,0.05,0.08,0.0,0.0,0.0,1.0,dos,dos
0,14,9,508,511,0.0,0.0,137,14,0.1,0.04,0.1,0.0,0.0,0.82,dos,dos
1,42,1,0,291,0.0,0.06,255,14,0.05,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,255,0.04,0.07,255,13,0.05,0.07,0.0,0.0,0.04,0.96,dos,dos
1,45,5,0,230,1.0,0.06,255,7,0.03,0.06,0.0,0.0,1.0,0.0,dos,dos
1,19,1,0,221,0.0,0.08,255,11,0.04,0.09,0.0,0.0,0.0,1.0,dos,dos
1,43,5,0,1,1.0,0.0,51,84,0.33,0.06,0.02,0.04,1.0,0.0,outlier,dos
1,22,4,42340,4,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.07,dos,dos
1,60,1,0,239,0.0,0.07,255,6,0.02,0.07,0.0,0.0,0.0,1.0,dos,dos
1,62,1,0,228,0.0,0.07,255,1,0.0,0.06,0.0,0.0,0.0,1.0,dos,dos
1,19,1,0,48,0.0,0.08,255,55,0.22,0.11,0.02,0.0,0.0,0.99,dos,dos
1,45,5,0,230,1.0,0.06,255,16,0.06,0.07,0.0,0.0,1.0,0.0,dos,dos
1,10,1,0,138,0.0,0.06,255,5,0.02,0.06,0.0,0.0,0.0,1.0,dos,dos
1,15,1,0,124,0.0,0.07,255,11,0.04,0.06,0.0,0.0,0.0,1.0,dos,dos
1,24,5,0,1,1.0,0.0,47,86,0.34,0.06,0.02,0.03,1.0,0.0,outlier,dos
1,9,2,0,288,0.0,0.06,255,10,0.04,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,203,0.0,0.07,255,5,0.02,0.08,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,122,0.0,0.06,24,17,0.71,0.08,0.04,0.0,0.0,1.0,dos,dos
1,55,9,0,1,0.0,0.0,255,180,0.71,0.27,0.0,0.0,0.5,0.27,outlier,dos
1,18,9,164,1,0.0,0.0,255,18,0.07,0.93,0.0,0.0,0.0,0.93,r2l,dos
1,49,2,0,235,0.0,0.07,255,3,0.01,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,298,0.0,0.06,255,6,0.02,0.06,0.0,0.0,0.0,0.99,dos,dos
1,61,5,0,262,1.0,0.06,255,2,0.01,0.07,0.0,0.0,1.0,0.0,dos,dos
1,43,9,32,1,0.0,0.0,255,140,0.55,0.02,0.0,0.0,0.0,0.17,r2l,dos
1,40,2,0,290,0.0,0.06,255,17,0.07,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,121,0.0,0.07,255,19,0.07,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,132,0.0,0.06,255,12,0.05,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,97,0.0,0.06,255,9,0.04,0.05,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,142,1.0,0.06,255,14,0.05,0.06,0.0,0.0,1.0,0.0,dos,dos
1,45,1,0,223,0.0,0.08,255,11,0.04,0.08,0.0,0.0,0.0,1.0,dos,dos
1,24,2,0,2,0.0,1.0,210,60,0.24,0.02,0.0,0.03,0.0,0.89,outlier,dos
1,45,1,0,126,0.0,0.07,255,19,0.07,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,260,0.0,0.07,255,19,0.07,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,106,0.0,0.06,255,7,0.03,0.06,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1008,106,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,220,0.0,0.07,255,16,0.06,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,239,0.0,0.06,255,15,0.06,0.05,0.0,0.0,0.0,1.0,dos,dos
1,57,5,0,175,1.0,0.09,255,14,0.05,0.1,0.0,0.0,1.0,0.0,dos,dos
1,4,1,0,150,0.0,0.06,255,4,0.02,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,218,0.0,0.06,255,18,0.07,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,278,0.0,0.06,255,10,0.04,0.07,0.0,0.0,0.0,1.0,dos,dos
1,55,8,1,1,1.0,0.0,255,42,0.16,0.74,0.0,0.0,0.07,0.73,outlier,dos
1,18,9,164,1,0.0,0.0,255,17,0.07,0.94,0.0,0.0,0.0,0.93,r2l,dos
1,45,1,0,246,0.0,0.07,255,19,0.07,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,216,0.0,0.07,255,4,0.02,0.08,0.0,0.0,0.0,1.0,dos,dos
1,31,5,0,130,1.0,0.09,255,4,0.02,0.09,0.0,0.0,1.0,0.0,dos,dos
1,22,4,32120,2,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.07,dos,dos
1,45,1,0,206,0.0,0.07,18,4,0.22,0.28,0.06,0.0,0.0,1.0,dos,dos
1,37,5,0,123,1.0,0.06,255,6,0.02,0.05,0.0,0.0,1.0,0.0,dos,dos
1,43,5,0,1,1.0,0.0,5,84,0.2,0.6,0.2,0.04,1.0,0.0,outlier,dos
0,14,9,1008,374,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
0,14,9,1480,9,0.0,0.0,255,9,0.04,0.02,0.04,0.0,0.0,0.0,normal,dos
1,45,1,0,185,0.0,0.06,255,12,0.05,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,249,0.0,0.06,255,14,0.05,0.07,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1008,470,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,145,0.0,0.06,255,9,0.04,0.05,0.0,0.0,0.0,1.0,dos,dos
1,49,9,2599,4,0.0,0.5,255,150,0.59,0.13,0.0,0.0,0.0,0.4,outlier,dos
1,22,5,0,56,1.0,0.07,255,37,0.15,0.04,0.01,0.0,0.82,0.02,dos,dos
1,33,1,0,283,0.0,0.06,255,4,0.02,0.06,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1032,492,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,22,4,72564,9,0.0,0.0,255,231,0.91,0.02,0.0,0.0,0.0,0.07,outlier,dos
1,34,5,0,300,1.0,0.05,255,20,0.08,0.06,0.0,0.0,1.0,0.0,dos,dos
1,45,1,0,251,0.0,0.06,255,16,0.06,0.06,0.0,0.0,0.0,1.0,dos,dos
1,19,1,0,199,0.0,0.08,255,3,0.01,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,124,0.0,0.06,255,19,0.07,0.06,0.0,0.0,0.0,0.99,dos,dos
1,45,1,0,230,0.0,0.06,255,5,0.02,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,216,0.01,0.07,255,9,0.04,0.08,0.0,0.0,0.01,0.99,dos,dos
0,14,9,1032,89,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,38,5,0,171,1.0,0.09,255,12,0.05,0.09,0.0,0.0,1.0,0.0,dos,dos
1,45,1,0,113,0.0,0.05,255,14,0.05,0.05,0.0,0.0,0.0,1.0,dos,dos
0,14,9,520,270,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,59,2,0,135,0.0,0.07,255,12,0.05,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,261,0.0,0.06,255,10,0.04,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,240,0.0,0.06,255,4,0.02,0.08,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,202,0.0,0.07,255,3,0.01,0.07,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1032,135,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
0,14,9,520,510,0.0,0.0,226,226,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,109,0.0,0.08,255,6,0.02,0.06,0.0,0.0,0.0,1.0,dos,dos
1,17,5,0,210,1.0,0.07,255,5,0.02,0.08,0.0,0.0,1.0,0.0,dos,dos
1,45,1,0,291,0.0,0.06,255,14,0.05,0.07,0.0,0.0,0.0,1.0,dos,dos
1,4,1,0,107,0.0,0.07,255,11,0.04,0.06,0.0,0.0,0.0,1.0,dos,dos
1,60,5,0,204,1.0,0.06,255,2,0.01,0.07,0.0,0.0,1.0,0.0,dos,dos
1,45,5,0,214,1.0,0.07,255,16,0.06,0.07,0.0,0.0,1.0,0.0,dos,dos
1,27,1,0,120,0.0,0.07,255,12,0.05,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,204,0.06,0.08,255,1,0.0,0.08,0.0,0.0,0.05,0.95,dos,dos
1,43,5,0,1,1.0,0.0,222,85,0.33,0.01,0.0,0.02,1.0,0.0,outlier,dos
1,61,1,0,130,0.0,0.05,255,14,0.05,0.05,0.0,0.0,0.0,1.0,dos,dos
0,58,9,36,2,0.0,0.0,9,9,1.0,0.0,1.0,0.0,0.0,0.0,outlier,dos
1,45,1,0,204,0.04,0.06,255,16,0.06,0.06,0.0,0.0,0.04,0.96,dos,dos
1,45,1,0,270,0.0,0.06,255,6,0.02,0.07,0.0,0.0,0.0,1.0,dos,dos
1,25,1,0,234,0.0,0.07,255,10,0.04,0.07,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1008,56,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,289,0.0,0.06,255,18,0.07,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,221,1.0,0.07,255,2,0.01,0.08,0.0,0.0,1.0,0.0,dos,dos
1,55,9,0,1,0.0,0.0,255,194,0.76,0.23,0.0,0.0,0.5,0.22,outlier,dos
1,45,1,0,279,0.01,0.06,255,13,0.05,0.07,0.0,0.0,0.01,0.99,dos,dos
1,45,1,0,268,0.0,0.06,255,2,0.01,0.07,0.0,0.0,0.0,1.0,dos,dos
1,55,2,0,104,0.0,0.08,255,4,0.02,0.07,0.0,0.0,0.0,1.0,dos,dos
1,50,5,0,147,1.0,0.09,255,4,0.02,0.09,0.0,0.0,1.0,0.0,dos,dos
1,45,1,0,111,0.0,0.07,255,6,0.02,0.07,0.0,0.0,0.0,1.0,dos,dos
1,49,9,2599,4,0.0,0.5,255,180,0.71,0.13,0.0,0.0,0.0,0.28,outlier,dos
1,49,9,2599,3,0.0,0.0,255,159,0.62,0.13,0.0,0.0,0.0,0.36,outlier,dos
1,12,2,0,241,0.0,0.07,255,5,0.02,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,245,1.0,0.07,255,11,0.04,0.07,0.0,0.0,1.0,0.0,dos,dos
1,45,2,0,104,0.0,0.08,255,2,0.01,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,233,0.0,0.07,255,12,0.05,0.07,0.0,0.0,0.0,1.0,dos,dos
1,37,5,0,133,1.0,0.06,255,15,0.06,0.06,0.0,0.0,1.0,0.0,dos,dos
0,14,9,1032,510,0.0,0.0,235,218,0.93,0.01,0.93,0.0,0.0,0.0,dos,dos
0,14,9,1032,112,0.0,0.0,255,254,1.0,0.01,1.0,0.0,0.0,0.0,dos,dos
1,22,5,0,9,1.0,0.33,255,61,0.24,0.02,0.01,0.0,0.96,0.0,dos,dos
0,14,9,1032,511,0.0,0.0,255,59,0.23,0.02,0.24,0.0,0.0,0.0,dos,dos
1,23,1,0,144,0.0,0.06,255,12,0.05,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,150,1.0,0.06,255,20,0.08,0.06,0.0,0.0,0.99,0.0,dos,dos
1,45,5,0,280,1.0,0.06,255,18,0.07,0.06,0.0,0.0,1.0,0.0,dos,dos
1,45,5,0,125,1.0,0.06,255,7,0.03,0.06,0.0,0.0,1.0,0.0,dos,dos
1,45,1,0,144,0.0,0.06,255,9,0.04,0.05,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,254,0.0,0.06,255,2,0.01,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,292,0.0,0.06,255,1,0.0,0.06,0.0,0.0,0.0,1.0,dos,dos
1,21,1,0,280,0.0,0.06,255,19,0.07,0.07,0.0,0.0,0.0,1.0,dos,dos
1,34,1,0,213,0.0,0.08,255,6,0.02,0.08,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,250,1.0,0.07,255,12,0.05,0.07,0.0,0.0,1.0,0.0,dos,dos
1,45,5,0,193,1.0,0.09,255,6,0.02,0.08,0.0,0.0,1.0,0.0,dos,dos
1,45,5,0,120,1.0,0.06,255,1,0.0,0.05,0.0,0.0,1.0,0.0,dos,dos
1,55,8,1,1,1.0,0.0,255,30,0.12,0.78,0.0,0.0,0.03,0.76,outlier,dos
1,54,1,0,209,0.0,0.06,255,11,0.04,0.05,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1008,78,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,218,0.0,0.07,255,12,0.05,0.08,0.0,0.0,0.01,0.99,dos,dos
0,14,9,1032,230,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,60,1,0,284,0.0,0.06,255,19,0.07,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,124,0.0,0.06,255,7,0.03,0.05,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,133,1.0,0.05,255,16,0.06,0.05,0.0,0.0,1.0,0.0,dos,dos
1,2,5,0,250,1.0,0.07,255,2,0.01,0.08,0.0,0.0,1.0,0.0,dos,dos
1,55,2,0,198,0.0,0.07,255,2,0.01,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,264,0.0,0.06,255,14,0.05,0.06,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1032,73,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,136,0.0,0.05,255,20,0.08,0.05,0.0,0.0,0.0,1.0,dos,dos
