protocol_type,service,flag,src_bytes,count,serror_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_rerror_rate,actual,predict
1,43,2,0,3,0.0,1.0,255,5,0.02,0.03,0.0,0.0,0.0,0.06,outlier,probe
1,40,5,0,472,0.15,1.0,255,1,0.0,0.99,0.0,0.0,0.13,0.85,probe,probe
1,59,10,0,1,1.0,0.0,155,1,0.01,1.0,1.0,0.0,1.0,0.0,probe,probe
1,40,1,0,1,0.0,0.0,126,23,0.18,0.06,0.01,0.0,0.0,0.13,outlier,probe
1,55,1,0,1,0.0,0.0,130,86,0.35,0.04,0.01,0.02,0.01,0.87,outlier,probe
1,55,1,0,1,0.0,0.0,218,17,0.06,0.03,0.0,0.12,0.0,0.15,outlier,probe
1,40,5,0,398,0.17,1.0,255,1,0.0,0.93,0.0,0.0,0.15,0.85,probe,probe
1,40,1,0,493,0.09,1.0,255,1,0.0,1.0,0.0,0.0,0.12,0.88,probe,probe
1,45,4,0,1,0.0,0.0,255,1,0.0,0.52,0.51,0.0,0.07,0.51,probe,probe
1,40,1,0,1,0.0,0.0,255,19,0.07,0.01,0.0,0.0,0.0,0.07,outlier,probe
1,43,2,0,3,0.0,1.0,145,36,0.12,0.05,0.01,0.06,0.0,0.44,outlier,probe
2,40,9,1,67,0.0,0.87,255,10,0.04,0.56,0.96,0.0,0.0,0.04,normal,probe
0,14,9,1480,1,0.0,0.0,1,138,1.0,0.0,1.0,0.01,0.0,0.0,dos,probe
0,13,9,18,1,0.0,0.0,1,63,1.0,0.0,1.0,1.0,0.0,0.0,probe,probe
0,13,9,20,1,0.0,0.0,2,110,1.0,0.0,1.0,0.25,0.0,0.0,outlier,probe
1,40,1,0,511,0.13,1.0,255,1,0.0,0.96,0.0,0.0,0.14,0.86,probe,probe
1,45,1,0,315,0.15,1.0,255,1,0.0,0.98,0.0,0.0,0.19,0.78,probe,probe
2,45,9,1,17,0.0,0.12,255,27,0.11,0.59,0.44,0.0,0.01,0.52,normal,probe
0,13,9,20,1,0.0,0.0,1,50,1.0,0.0,1.0,0.28,0.0,0.0,outlier,probe
1,55,2,0,2,0.0,0.0,67,90,0.34,0.07,0.01,0.02,0.0,0.87,outlier,probe
2,45,9,1,29,0.0,0.97,255,1,0.0,0.98,0.12,0.0,0.11,0.76,probe,probe
1,52,1,0,4,0.0,1.0,183,52,0.2,0.03,0.01,0.04,0.0,0.9,outlier,probe
1,43,2,0,3,0.0,1.0,109,60,0.27,0.05,0.01,0.03,0.06,0.87,outlier,probe
1,40,1,0,480,0.04,1.0,255,1,0.0,1.0,0.0,0.0,0.05,0.95,probe,probe
1,40,1,0,414,0.14,1.0,255,1,0.0,0.94,0.0,0.0,0.15,0.84,probe,probe
1,40,1,0,511,0.07,1.0,255,1,0.0,1.0,0.0,0.0,0.06,0.94,probe,probe
2,45,9,1,9,0.0,0.22,255,7,0.03,0.29,0.84,0.0,0.0,0.13,normal,probe
1,55,2,0,1,0.0,0.0,49,95,0.33,0.1,0.02,0.02,0.0,0.9,outlier,probe
1,52,1,0,5,0.0,0.8,198,52,0.2,0.03,0.01,0.04,0.0,0.88,outlier,probe
0,14,9,1480,2,0.0,0.0,2,4,1.0,0.0,1.0,0.5,0.0,0.0,normal,probe
0,14,9,1480,1,0.0,0.0,1,21,1.0,0.0,1.0,0.52,0.0,0.0,dos,probe
1,40,1,0,511,0.12,1.0,255,1,0.0,0.94,0.0,0.0,0.12,0.88,probe,probe
2,45,9,1,76,0.0,0.49,255,1,0.0,0.57,0.65,0.0,0.0,0.35,probe,probe
1,55,8,0,2,0.5,1.0,255,106,0.42,0.52,0.0,0.0,0.32,0.51,outlier,probe
1,24,2,0,2,0.0,1.0,144,54,0.24,0.03,0.01,0.04,0.01,0.88,outlier,probe
1,43,2,0,3,0.0,1.0,97,59,0.25,0.05,0.01,0.03,0.0,0.91,outlier,probe
1,45,5,0,184,0.12,1.0,219,1,0.0,0.79,0.0,0.0,0.1,0.67,probe,probe
1,43,2,0,4,0.0,0.75,169,59,0.24,0.03,0.01,0.03,0.01,0.89,outlier,probe
1,52,1,0,1,0.0,0.0,179,29,0.1,0.04,0.01,0.07,0.0,0.51,outlier,probe
1,49,9,2599,3,0.0,0.67,255,57,0.22,0.16,0.0,0.0,0.0,0.76,outlier,probe
1,52,1,0,4,0.0,1.0,255,4,0.02,0.03,0.0,0.0,0.0,0.08,outlier,probe
1,40,1,0,480,0.08,1.0,255,1,0.0,1.0,0.0,0.0,0.05,0.95,probe,probe
1,45,10,0,1,1.0,0.0,201,1,0.0,1.0,1.0,0.0,1.0,0.0,probe,probe
1,55,1,0,1,0.0,0.0,45,87,0.33,0.11,0.02,0.02,0.0,0.84,outlier,probe
1,40,4,0,1,0.0,0.0,255,1,0.0,0.65,0.64,0.0,0.0,0.64,normal,probe
1,24,2,0,2,0.0,1.0,100,59,0.27,0.05,0.01,0.03,0.05,0.87,outlier,probe
1,45,5,0,211,0.75,0.07,255,8,0.03,0.07,0.0,0.0,0.62,0.37,dos,probe
1,40,1,0,1,0.0,0.0,255,40,0.16,0.02,0.0,0.0,0.0,0.14,outlier,probe
1,40,1,0,1,0.0,0.0,255,8,0.03,0.01,0.0,0.0,0.0,0.03,outlier,probe
1,43,2,0,3,0.0,1.0,255,23,0.09,0.03,0.0,0.0,0.0,0.26,outlier,probe
1,40,1,0,510,0.04,1.0,255,1,0.0,1.0,0.0,0.0,0.03,0.97,outlier,probe
1,45,1,0,510,0.01,1.0,255,1,0.0,1.0,0.0,0.0,0.02,0.98,probe,probe
1,45,1,0,509,0.01,1.0,255,1,0.0,1.0,0.0,0.0,0.0,0.96,probe,probe
1,55,2,0,1,0.0,0.0,255,35,0.14,0.03,0.0,0.0,0.01,0.38,outlier,probe
1,55,9,24,3,0.0,1.0,255,67,0.26,0.02,0.0,0.0,0.0,0.7,outlier,probe
1,43,1,0,1,0.0,0.0,14,60,0.29,0.36,0.07,0.03,0.0,0.79,outlier,probe
1,40,1,0,472,0.06,1.0,255,1,0.0,1.0,0.0,0.0,0.05,0.95,outlier,probe
1,24,2,0,3,0.0,1.0,134,59,0.25,0.04,0.01,0.03,0.0,0.88,outlier,probe
1,37,4,0,1,0.0,0.0,255,1,0.0,0.71,0.71,0.0,0.0,0.72,probe,probe
0,13,9,20,1,0.0,0.0,2,34,1.0,0.0,1.0,0.29,0.0,0.0,outlier,probe
1,40,1,0,398,0.18,1.0,255,1,0.0,0.9,0.0,0.0,0.15,0.85,probe,probe
1,43,2,0,2,0.0,1.0,255,26,0.1,0.03,0.0,0.0,0.0,0.35,outlier,probe
1,40,1,0,1,0.0,0.0,255,49,0.19,0.02,0.0,0.0,0.0,0.17,outlier,probe
1,52,1,0,2,0.0,1.0,255,19,0.07,0.02,0.0,0.0,0.0,0.28,outlier,probe
1,22,1,0,1,0.0,0.0,255,33,0.13,0.45,0.0,0.0,0.0,0.13,normal,probe
2,40,9,1,17,0.0,0.53,255,1,0.0,0.49,0.97,0.0,0.0,0.03,probe,probe
1,43,2,0,3,0.0,1.0,195,59,0.24,0.03,0.01,0.03,0.01,0.89,outlier,probe
1,45,1,0,43,0.0,0.6,47,1,0.02,0.55,0.91,0.0,0.0,0.91,probe,probe
1,55,2,0,1,0.0,0.0,50,94,0.42,0.1,0.02,0.02,0.0,0.18,outlier,probe
1,40,1,0,463,0.07,1.0,255,1,0.0,1.0,0.0,0.0,0.08,0.92,probe,probe
1,40,1,0,479,0.15,1.0,255,1,0.0,0.98,0.0,0.0,0.12,0.88,probe,probe
1,55,1,0,1,0.0,0.0,36,85,0.33,0.14,0.03,0.02,0.0,0.86,outlier,probe
0,13,9,18,1,0.0,0.0,1,217,1.0,0.0,1.0,1.0,0.0,0.0,probe,probe
1,55,2,0,4,0.0,0.75,255,72,0.28,0.02,0.0,0.0,0.0,0.73,outlier,probe
1,45,1,0,2,0.0,1.0,255,1,0.0,0.64,0.47,0.0,0.0,0.47,probe,probe
1,49,1,0,1,0.0,0.0,200,84,0.27,0.03,0.0,0.02,0.0,0.01,normal,probe
1,24,2,0,3,0.0,1.0,51,54,0.27,0.1,0.02,0.04,0.0,0.92,outlier,probe
1,40,1,0,491,0.09,1.0,255,1,0.0,1.0,0.0,0.0,0.09,0.91,outlier,probe
1,24,2,0,2,0.0,1.0,30,60,0.27,0.17,0.03,0.03,0.0,0.87,outlier,probe
1,45,1,0,2,0.0,1.0,255,1,0.0,0.9,0.89,0.0,0.0,0.89,probe,probe
1,55,1,0,4,0.0,1.0,255,22,0.09,0.03,0.0,0.0,0.0,0.22,outlier,probe
1,24,1,0,2,0.0,1.0,38,60,0.26,0.13,0.03,0.03,0.0,0.87,outlier,probe
1,55,2,0,1,0.0,0.0,241,121,0.5,0.01,0.0,0.0,0.0,0.65,outlier,probe
1,43,2,0,3,0.0,1.0,30,61,0.27,0.17,0.03,0.03,0.0,0.9,outlier,probe
1,22,1,0,1,0.0,0.0,255,25,0.1,0.9,0.0,0.0,0.13,0.87,normal,probe
1,41,9,44,5,0.0,0.8,255,29,0.11,0.25,0.0,0.0,0.0,0.23,outlier,probe
1,40,1,0,490,0.07,1.0,255,1,0.0,1.0,0.0,0.0,0.06,0.94,outlier,probe
1,40,1,0,486,0.05,1.0,255,1,0.0,1.0,0.0,0.0,0.07,0.93,probe,probe
0,13,9,20,1,0.0,0.0,3,183,1.0,0.0,1.0,0.25,0.0,0.0,outlier,probe
1,19,9,81,2,0.0,1.0,255,1,0.0,1.0,0.0,0.0,0.01,0.98,normal,probe
1,43,2,0,2,0.0,1.0,113,50,0.25,0.04,0.01,0.04,0.01,0.87,outlier,probe
1,40,1,0,508,0.1,1.0,255,1,0.0,1.0,0.0,0.0,0.05,0.95,probe,probe
2,45,9,1,62,0.0,0.15,255,24,0.09,0.53,0.91,0.0,0.0,0.09,normal,probe
1,43,2,0,2,0.0,1.0,127,59,0.27,0.04,0.01,0.03,0.01,0.96,outlier,probe
1,43,1,0,3,0.0,1.0,17,60,0.24,0.29,0.06,0.03,0.0,0.82,outlier,probe
1,40,1,0,509,0.0,0.97,255,1,0.0,0.99,0.0,0.0,0.0,1.0,probe,probe
1,45,4,0,1,0.0,0.0,255,1,0.0,0.87,0.85,0.0,0.0,0.86,probe,probe
0,13,9,20,1,0.0,0.0,1,31,1.0,0.0,1.0,0.32,0.0,0.0,outlier,probe
1,45,10,0,1,1.0,0.0,194,1,0.01,1.0,1.0,0.0,1.0,0.0,probe,probe
1,40,1,0,488,0.07,1.0,255,1,0.0,1.0,0.0,0.0,0.07,0.93,outlier,probe
0,13,9,20,1,0.0,0.0,1,61,1.0,0.0,1.0,0.26,0.0,0.0,outlier,probe
1,40,1,0,488,0.06,1.0,255,1,0.0,1.0,0.0,0.0,0.09,0.91,outlier,probe
2,40,9,1,30,0.0,0.87,255,1,0.0,0.56,0.97,0.0,0.0,0.03,probe,probe
2,45,9,1,33,0.0,0.76,255,1,0.0,0.5,0.87,0.0,0.0,0.13,probe,probe
0,13,9,20,1,0.0,0.0,3,44,1.0,0.0,1.0,0.27,0.0,0.0,outlier,probe
1,40,1,0,472,0.13,1.0,255,1,0.0,1.0,0.0,0.0,0.13,0.86,probe,probe
0,13,9,20,1,0.0,0.0,2,104,1.0,0.0,1.0,0.27,0.0,0.0,outlier,probe
1,40,5,0,472,0.03,1.0,255,1,0.0,1.0,0.0,0.0,0.05,0.95,probe,probe
1,40,1,0,1,0.0,0.0,121,19,0.16,0.06,0.01,0.0,0.0,0.11,outlier,probe
1,45,1,0,55,0.0,1.0,255,1,0.0,0.06,0.0,0.0,0.04,0.77,probe,probe
1,24,1,0,2,0.0,1.0,58,59,0.28,0.09,0.02,0.03,0.03,0.86,outlier,probe
1,45,4,0,1,0.0,0.0,255,1,0.0,0.89,0.87,0.0,0.0,0.87,probe,probe
2,45,9,1,41,0.0,0.83,255,1,0.0,0.52,0.99,0.0,0.0,0.0,probe,probe
1,24,2,0,2,0.0,1.0,20,58,0.25,0.25,0.05,0.03,0.0,0.75,outlier,probe
0,13,9,18,1,0.0,0.0,1,16,1.0,0.0,1.0,1.0,0.0,0.0,probe,probe
0,13,9,40008,3,0.0,0.0,134,145,0.18,0.04,0.18,0.43,0.0,0.02,normal,probe
1,45,5,0,45,0.24,1.0,255,1,0.0,0.13,0.0,0.0,0.05,0.07,outlier,probe
1,45,1,0,508,0.0,0.97,255,1,0.0,0.95,0.0,0.0,0.0,1.0,probe,probe
1,40,1,0,481,0.03,1.0,255,1,0.0,1.0,0.0,0.0,0.0,1.0,probe,probe
1,43,2,0,3,0.33,1.0,235,60,0.24,0.02,0.0,0.03,0.04,0.87,outlier,probe
1,55,2,0,1,0.0,0.0,255,52,0.2,0.03,0.0,0.0,0.0,0.52,outlier,probe
0,13,9,20,1,0.0,0.0,4,70,1.0,0.0,1.0,0.27,0.0,0.0,outlier,probe
0,13,9,20,1,0.0,0.0,2,168,1.0,0.0,1.0,0.26,0.0,0.0,outlier,probe
2,45,9,1,9,0.0,0.56,255,1,0.0,0.27,1.0,0.0,0.0,0.0,normal,probe
1,18,4,0,1,0.0,0.0,255,1,0.0,0.14,0.08,0.0,0.0,0.9,probe,probe
1,45,10,0,1,1.0,0.0,127,1,0.01,1.0,1.0,0.0,1.0,0.0,probe,probe
1,40,1,0,444,0.02,1.0,255,1,0.0,1.0,0.0,0.0,0.03,0.97,outlier,probe
1,43,2,0,3,0.0,1.0,255,27,0.11,0.03,0.0,0.0,0.0,0.36,outlier,probe
0,13,9,18,1,0.0,0.0,1,14,1.0,0.0,1.0,1.0,0.0,0.0,probe,probe
1,55,5,0,122,1.0,0.0,195,131,0.67,0.09,0.01,0.0,0.63,0.03,dos,probe
1,40,1,0,1,0.0,0.0,122,20,0.16,0.06,0.01,0.0,0.0,0.11,outlier,probe
1,45,1,0,444,0.05,1.0,255,1,0.0,1.0,0.0,0.0,0.03,0.94,outlier,probe
1,52,1,0,1,0.0,0.0,80,49,0.14,0.06,0.01,0.04,0.03,0.84,outlier,probe
1,24,2,0,2,0.0,1.0,78,60,0.26,0.06,0.01,0.03,0.0,0.91,outlier,probe
1,40,1,0,509,0.0,0.97,255,1,0.0,0.95,0.0,0.0,0.0,1.0,probe,probe
1,41,9,44,4,0.0,0.75,255,16,0.06,0.02,0.0,0.0,0.0,0.18,outlier,probe
1,55,2,0,1,0.0,0.0,65,83,0.32,0.08,0.02,0.02,0.0,0.91,outlier,probe
1,45,1,0,103,0.0,0.55,108,1,0.01,0.53,0.95,0.0,0.0,0.95,probe,probe
1,40,1,0,511,0.06,1.0,255,1,0.0,1.0,0.0,0.0,0.06,0.94,outlier,probe
1,45,1,0,233,0.07,1.0,255,1,0.0,0.86,0.0,0.0,0.07,0.78,outlier,probe
1,43,1,0,3,0.0,1.0,52,60,0.25,0.1,0.02,0.03,0.04,0.81,outlier,probe
1,55,2,0,77,0.0,0.05,255,60,0.24,0.09,0.0,0.0,0.0,1.0,dos,probe
2,45,9,1,42,0.0,0.81,255,1,0.0,0.53,0.87,0.0,0.0,0.13,probe,probe
1,55,9,0,4,0.0,0.75,255,127,0.5,0.01,0.0,0.0,0.0,0.67,outlier,probe
1,45,1,0,204,0.12,1.0,239,1,0.0,0.81,0.0,0.0,0.1,0.69,probe,probe
1,45,4,0,133,0.0,0.54,140,2,0.01,0.51,0.95,0.0,0.0,0.95,normal,probe
1,45,10,0,1,1.0,0.0,112,1,0.01,1.0,1.0,0.0,1.0,0.0,probe,probe
1,40,1,0,489,0.14,1.0,255,1,0.0,0.98,0.0,0.0,0.12,0.88,probe,probe
1,45,10,0,1,1.0,0.0,52,1,0.02,1.0,1.0,0.0,1.0,0.0,probe,probe
1,40,1,0,477,0.08,1.0,255,1,0.0,1.0,0.0,0.0,0.07,0.93,probe,probe
0,13,9,18,1,0.0,0.0,1,15,1.0,0.0,1.0,1.0,0.0,0.0,probe,probe
1,55,9,24,4,0.0,0.75,255,41,0.16,0.03,0.0,0.0,0.0,0.49,outlier,probe
2,45,9,1,95,0.0,0.79,255,1,0.0,0.51,0.96,0.0,0.0,0.04,probe,probe
1,55,2,0,1,0.0,0.0,255,21,0.08,0.03,0.0,0.0,0.0,0.21,outlier,probe
1,24,1,0,2,0.0,1.0,56,59,0.25,0.09,0.02,0.03,0.0,0.88,outlier,probe
1,40,4,0,1,0.0,0.0,255,1,0.0,0.64,0.63,0.0,0.0,0.62,normal,probe
1,40,1,0,436,0.05,1.0,255,1,0.0,1.0,0.0,0.0,0.05,0.95,outlier,probe
1,24,2,0,3,0.0,1.0,57,60,0.26,0.09,0.02,0.03,0.0,0.89,outlier,probe
1,40,1,0,398,0.17,1.0,255,1,0.0,0.91,0.0,0.0,0.14,0.86,probe,probe
1,40,1,0,509,0.01,1.0,255,1,0.0,1.0,0.0,0.0,0.0,0.98,probe,probe
1,52,1,0,1,0.0,0.0,71,38,0.17,0.07,0.01,0.05,0.0,0.87,outlier,probe
0,13,9,8,1,0.0,0.0,2,142,1.0,0.0,1.0,0.5,0.0,0.0,probe,probe
1,45,1,0,509,0.0,0.97,255,1,0.0,0.95,0.0,0.0,0.0,1.0,probe,probe
1,43,2,0,3,0.0,1.0,218,60,0.24,0.02,0.0,0.03,0.0,0.89,outlier,probe
1,40,1,0,510,0.04,1.0,255,1,0.0,1.0,0.0,0.0,0.02,0.98,outlier,probe
1,45,1,0,510,0.01,1.0,255,1,0.0,1.0,0.0,0.0,0.02,0.98,probe,probe
1,22,1,0,1,0.0,0.0,255,90,0.35,0.6,0.0,0.0,0.18,0.74,normal,probe
1,55,1,0,1,0.0,0.0,70,80,0.36,0.07,0.01,0.03,0.01,0.84,outlier,probe
1,45,1,0,446,0.04,1.0,255,1,0.0,1.0,0.0,0.0,0.05,0.9,outlier,probe
1,40,1,0,511,0.14,1.0,255,1,0.0,0.95,0.0,0.0,0.13,0.87,probe,probe
1,55,1,0,4,0.0,1.0,90,88,0.32,0.06,0.01,0.02,0.0,0.89,outlier,probe
1,40,1,0,499,0.05,1.0,255,1,0.0,1.0,0.0,0.0,0.04,0.96,outlier,probe
1,24,1,0,2,0.0,1.0,138,35,0.25,0.02,0.01,0.0,0.0,0.64,outlier,probe
1,24,1,0,2,0.0,1.0,16,29,0.25,0.31,0.06,0.07,0.0,0.81,outlier,probe
1,55,2,0,74,0.0,0.05,255,58,0.23,0.1,0.01,0.0,0.0,1.0,dos,probe
1,40,1,0,511,0.15,1.0,255,1,0.0,0.99,0.0,0.0,0.13,0.87,probe,probe
1,40,1,0,511,0.15,1.0,255,1,0.0,0.91,0.0,0.0,0.13,0.87,probe,probe
0,13,9,20,1,0.0,0.0,3,195,1.0,0.0,1.0,0.25,0.0,0.0,outlier,probe
0,13,9,20,1,0.0,0.0,4,88,1.0,0.0,1.0,0.25,0.0,0.0,outlier,probe
1,40,1,0,472,0.12,1.0,255,1,0.0,0.99,0.0,0.0,0.09,0.89,probe,probe
0,13,9,20,1,0.0,0.0,2,55,1.0,0.0,1.0,0.27,0.0,0.0,outlier,probe
1,45,4,0,1,0.0,0.0,255,1,0.0,0.8,0.77,0.0,0.0,0.78,probe,probe
1,52,1,0,4,0.0,1.0,90,42,0.13,0.06,0.01,0.05,0.03,0.88,outlier,probe
1,55,2,0,1,0.0,0.0,3,86,0.33,0.67,0.33,0.03,0.0,0.33,outlier,probe
2,45,9,1,23,0.0,0.09,255,21,0.08,0.58,0.95,0.0,0.01,0.03,normal,probe
2,45,9,1,25,0.0,0.36,255,22,0.09,0.64,0.9,0.0,0.01,0.09,probe,probe
1,45,4,0,1,0.0,0.0,149,1,0.01,0.66,0.65,0.0,0.0,0.66,probe,probe
2,45,9,1,64,0.0,0.64,255,1,0.0,0.53,0.87,0.0,0.0,0.13,probe,probe
1,52,1,0,1,0.0,0.0,87,52,0.17,0.06,0.01,0.04,0.0,0.89,outlier,probe
1,45,4,0,1,0.0,0.0,255,1,0.0,0.47,0.46,0.0,0.12,0.46,probe,probe
1,45,1,0,2,0.0,1.0,255,1,0.0,0.98,0.97,0.0,0.01,0.96,probe,probe
1,45,1,0,54,0.0,1.0,89,1,0.01,0.49,0.01,0.0,0.0,0.44,probe,probe
1,40,5,0,494,0.02,1.0,255,1,0.0,1.0,0.0,0.0,0.03,0.97,probe,probe
1,52,1,0,5,0.0,0.8,255,29,0.11,0.02,0.0,0.0,0.0,0.59,outlier,probe
1,49,1,0,1,0.0,0.0,255,1,0.0,0.72,0.0,0.0,0.0,0.05,normal,probe
1,45,1,0,2,0.0,1.0,255,1,0.0,0.98,0.98,0.0,0.0,0.98,probe,probe
1,40,1,0,487,0.04,1.0,255,1,0.0,1.0,0.0,0.0,0.07,0.93,probe,probe
1,45,4,0,1,0.0,0.0,255,1,0.0,0.29,0.25,0.0,0.0,0.9,probe,probe
1,40,1,0,511,0.14,1.0,255,1,0.0,0.91,0.0,0.0,0.13,0.87,probe,probe
1,52,1,0,4,0.0,1.0,61,50,0.16,0.08,0.02,0.04,0.0,0.9,outlier,probe
2,45,9,1,45,0.0,0.27,255,4,0.02,0.71,0.38,0.0,0.0,0.62,normal,probe
1,40,1,0,487,0.03,1.0,255,1,0.0,1.0,0.0,0.0,0.05,0.95,outlier,probe
1,55,2,122,1,0.0,0.0,24,8,0.33,0.12,0.04,0.0,0.0,0.12,r2l,probe
1,40,5,0,458,0.15,1.0,255,1,0.0,0.93,0.0,0.0,0.15,0.85,probe,probe
1,40,1,0,1,0.0,0.0,255,47,0.18,0.02,0.0,0.0,0.0,0.16,outlier,probe
2,45,9,1,58,0.0,0.95,255,1,0.0,0.63,0.99,0.0,0.0,0.01,probe,probe
1,45,4,0,1,0.0,0.0,231,1,0.0,0.69,0.69,0.0,0.0,0.7,probe,probe
1,52,1,0,1,0.0,0.0,53,45,0.09,0.09,0.02,0.04,0.04,0.85,outlier,probe
1,45,4,0,1,0.0,0.0,255,1,0.0,0.85,0.84,0.0,0.0,0.9,probe,probe
0,13,9,18,1,0.0,0.0,1,41,1.0,0.0,1.0,1.0,0.0,0.0,probe,probe
1,52,1,0,4,0.0,1.0,255,21,0.08,0.03,0.0,0.0,0.0,0.45,outlier,probe
1,45,10,0,1,1.0,0.0,47,1,0.02,1.0,1.0,0.0,1.0,0.0,probe,probe
1,43,1,0,3,0.0,0.67,55,14,0.25,0.05,0.02,0.0,0.0,0.64,outlier,probe
1,52,1,0,4,0.0,1.0,255,18,0.07,0.03,0.0,0.0,0.0,0.33,outlier,probe
1,24,2,0,4,0.0,0.75,46,59,0.24,0.11,0.02,0.03,0.0,0.87,outlier,probe
1,40,1,0,472,0.08,1.0,255,1,0.0,1.0,0.0,0.0,0.14,0.86,probe,probe
1,55,2,0,1,0.0,0.0,184,88,0.34,0.03,0.01,0.02,0.01,0.88,outlier,probe
2,45,9,1,38,0.0,0.34,255,1,0.0,0.54,0.99,0.0,0.0,0.01,probe,probe
1,43,1,0,3,0.0,1.0,199,50,0.25,0.02,0.01,0.0,0.0,0.64,outlier,probe
1,43,2,0,3,0.0,1.0,232,60,0.24,0.02,0.0,0.03,0.0,0.89,outlier,probe
1,40,1,0,2,0.0,1.0,255,9,0.04,0.02,0.0,0.0,0.0,0.04,outlier,probe
0,13,9,8,1,0.0,0.0,2,42,1.0,0.0,1.0,0.5,0.0,0.0,probe,probe
1,45,1,0,2,0.0,1.0,255,1,0.0,1.0,0.99,0.0,0.02,0.97,probe,probe
1,40,1,0,461,0.08,1.0,255,1,0.0,1.0,0.0,0.0,0.13,0.87,probe,probe
1,40,1,0,472,0.15,1.0,255,1,0.0,0.99,0.0,0.0,0.13,0.85,probe,probe
2,45,9,1,82,0.0,0.51,255,5,0.02,0.47,0.87,0.0,0.0,0.13,normal,probe
0,14,9,1480,3,0.0,0.0,255,3,0.01,0.89,0.01,0.0,0.0,0.88,normal,probe
1,45,10,0,1,1.0,0.0,93,1,0.01,1.0,1.0,0.0,1.0,0.0,probe,probe
2,45,9,1,139,0.0,0.29,255,64,0.25,0.55,1.0,0.0,0.0,0.0,normal,probe
1,43,2,0,4,0.0,1.0,197,35,0.15,0.04,0.01,0.06,0.0,0.54,outlier,probe
0,13,9,18,1,0.0,0.0,1,71,1.0,0.0,1.0,1.0,0.0,0.0,probe,probe
1,24,1,0,2,0.0,1.0,10,58,0.2,0.5,0.1,0.05,0.0,0.6,outlier,probe
1,43,2,0,3,0.0,1.0,194,58,0.24,0.03,0.01,0.03,0.02,0.88,outlier,probe
1,55,2,15,4,0.0,0.75,36,127,0.5,0.08,0.03,0.02,0.0,0.83,outlier,probe
1,45,1,0,2,0.0,1.0,255,1,0.0,0.53,0.29,0.0,0.0,0.3,probe,probe
0,13,9,18,1,0.0,0.0,1,42,1.0,0.0,1.0,1.0,0.0,0.0,probe,probe
0,13,9,20,1,0.0,0.0,4,96,1.0,0.0,1.0,0.25,0.0,0.0,outlier,probe
1,40,1,0,458,0.16,1.0,255,1,0.0,0.95,0.0,0.0,0.15,0.85,probe,probe
0,13,9,20,1,0.0,0.0,4,64,1.0,0.0,1.0,0.25,0.0,0.0,outlier,probe
2,45,9,1,24,0.0,0.71,255,1,0.0,0.51,0.97,0.0,0.0,0.03,probe,probe
0,13,9,20,1,0.0,0.0,3,147,1.0,0.0,1.0,0.25,0.0,0.0,outlier,probe
1,40,1,0,414,0.14,1.0,255,1,0.0,0.94,0.0,0.0,0.15,0.84,probe,probe
1,43,9,0,3,0.0,1.0,255,22,0.09,0.03,0.0,0.0,0.0,0.28,outlier,probe
1,52,1,0,1,0.0,0.0,212,50,0.19,0.02,0.0,0.04,0.0,0.89,outlier,probe
1,40,5,0,472,0.07,1.0,255,1,0.0,1.0,0.0,0.0,0.13,0.87,probe,probe
1,52,1,0,3,0.0,1.0,255,44,0.17,0.02,0.0,0.0,0.0,0.79,outlier,probe
1,40,1,0,1,0.0,0.0,255,11,0.04,0.02,0.0,0.0,0.0,0.04,outlier,probe
1,40,1,0,437,0.09,1.0,255,1,0.0,1.0,0.0,0.0,0.04,0.96,probe,probe
1,40,1,0,1,0.0,0.0,48,5,0.1,0.1,0.02,0.0,0.0,0.06,outlier,probe
1,45,10,0,1,1.0,0.0,151,1,0.01,1.0,1.0,0.0,1.0,0.0,probe,probe
1,45,1,0,3,0.0,1.0,255,1,0.0,0.97,0.96,0.0,0.01,0.95,probe,probe
1,49,9,0,2,0.0,1.0,156,91,0.21,0.04,0.01,0.02,0.0,0.0,normal,probe
2,45,9,1,6,0.0,0.5,255,1,0.0,0.18,1.0,0.0,0.0,0.0,outlier,probe
1,52,1,0,1,0.0,0.0,22,50,0.14,0.23,0.05,0.04,0.0,0.82,outlier,probe
1,40,5,0,494,0.04,1.0,255,1,0.0,1.0,0.0,0.0,0.07,0.93,probe,probe
1,49,9,0,2,0.0,1.0,212,101,0.48,0.04,0.0,0.0,0.0,0.0,normal,probe
1,45,10,0,1,1.0,0.0,84,1,0.01,1.0,1.0,0.0,1.0,0.0,probe,probe
1,40,1,0,487,0.08,1.0,255,1,0.0,1.0,0.0,0.0,0.07,0.93,probe,probe
1,29,1,0,384,0.07,1.0,255,1,0.0,1.0,0.0,0.0,0.04,0.95,probe,probe
1,40,1,0,477,0.13,1.0,255,1,0.0,1.0,0.0,0.0,0.13,0.86,probe,probe
1,55,1,0,4,0.0,1.0,255,66,0.26,0.03,0.0,0.0,0.0,0.6,outlier,probe
2,45,9,1,10,0.0,0.4,255,2,0.01,0.27,1.0,0.0,0.0,0.0,outlier,probe
1,40,1,0,438,0.16,1.0,255,1,0.0,0.01,0.0,0.0,0.0,0.0,probe,probe
2,45,9,1,19,0.0,0.95,255,1,0.0,0.97,0.08,0.0,0.14,0.77,probe,probe
